Monday	ორშაბათი
commentator	კომენტატორი
commerce	კომერცია
comet	კომეტა
outrider	კომივოიაჟერი
comedian	კომიკოსი
coaming	კომინგსი
commode	კომოდი
company	კომპანია
associate	კომპანიონი
compass	კომპასი
compactness	კომპაქტურობა
compendium	კომპენდიუმი
amends	კომპენსაცია
purview	კომპეტენცია
bookmaker	კომპილატორი
complex	კომპლექსი
set	კომპლექტი
compliment	კომპლიმენტი
composer	კომპოზიტორი
component	კომპონენტი
punch	კომპოსტერი
compost	კომპოსტი
compote	კომპოტი
compress	კომპრესი
compressor	კომპრესორი
compromise	კომპრომისი
commune	კომუნა
communism	კომუნიზმი
communiqué	კომუნიკე
communist	კომუნისტი
commutator	კომუტატორი
quince	კომში
wisp	კონა
conglomerate	კონგლომერატი
Congo	კონგო
congress	კონგრესი
condenser	კონდენსატორი
pastry cook	კონდიტერი
conditioner	კონდიციონერი
trainman	კონდუქტორი
conveyer	კონვეიერი
convention	კონვენცია
convergence	კონვერგენცია
envelope	კონვერტი
convection	კონვექცია
brandy	კონიაკი
conjuncture	კონიუნქტურა
conquistador	კონკისტადორი
concordat	კონკორდატი
rivalry	კონკურენცია
conservative	კონსერვატორი
concierge	კონსიერჟი
consistence	კონსისტენცია
consistory	კონსისტორია
consortium	კონსორციუმი
conspectus	კონსპექტი
constitution	კონსტიტუცია
construction	კონსტრუქცია
consul	კონსული
consultant	კონსულტანტი
consultation	კონსულტაცია
contact	კონტაქტი
context	კონტექსტი
continent	კონტინენტი
contraband	კონტრაბანდა
contrabass	კონტრაბასი
contralto	კონტრალტო
counterpoint	კონტრაპუნქტი
contrast	კონტრასტი
counterattack	კონტრიერიში
superintendence	კონტროლი
checker	კონტროლიორი
contusion	კონტუზია
contour	კონტური
cone	კონუსი
confederate	კონფედერატი
confederacy	კონფედერაცია
compere	კონფერანსიე
conference	კონფერენცია
configuration	კონფიგურაცია
attainder	კონფისკაცია
conflict	კონფლიქტი
concentrate	კონცენტრატი
concentration	კონცენტრაცია
concert	კონცერტი
concessionaire	კონცესიონერი
cape	კონცხი
co-op	კოოპერატივი
cooperator	კოოპერატორი
coordinator	კოორდინატორი
bump	კოპი
Copt	კოპტი
spruceness	კოპწიაობა
callosity	კოჟრი
corps de ballet	კორდებალეტი
greensward	კორდი
cordon	კორდონი
Korea	კორეა
Korean	კორეელი
correlative	კორელატი
correction	კორექცია
passageway	კორიდორი
Corinthian	კორინთელი
cornet	კორნეტი
corrosion	კოროზია
coronation	კორონაცია
cork	კორპი
corkscrew	კორპსაძრობი
corps	კორპუსი
corset	კორსეტი
cort`ege	კორტეჟი
tennis-court	კორტი
excrescence	კორძი
cosine	კოსინუსი
cosmetics	კოსმეტიკა
beautician	კოსმეტოლოგი
cosmogony	კოსმოგონია
astronaut	კოსმონავტი
astronautics	კოსმონავტიკა
cosmopolitan	კოსმოპოლიტი
cosmos	კოსმოსი
costumier	კოსტიუმერი
lounge-suit	კოსტუმი
cottage	კოტეჯი
caffeine	კოფეინი
cocktail	კოქტეილი
turret	კოშკურა
kiss	კოცნა
bonfire	კოცონი
bobbin	კოჭა
bloater	კოხტაპრუწა
lambskin	კრაველი
baa-lamb	კრავი
tile	კრამიტი
crater	კრატერი
meeting	კრება
collections	კრებულები
collection	კრებული
creditor	კრედიტორი
credo	კრედო
cruiser	კრეისერი
crematories	კრემატორიუმი
cremation	კრემაცია
Kremlin	კრემლი
creosote	კრეოზოტი
Creole	კრეოლი
crape	კრეპი
cretin	კრეტინი
crescendo	კრეშენდო
beads	კრიალოსანი
boxing	კრივი
trill	კრიმანჭული
crinoline	კრინოლინი
cryptogram	კრიპტოგრამა
